example_id                                                                              | status  | run_time        |
./spec/models/session_log_spec.rb[1:2:4]                                                | passed  | 0.01337 seconds |
./spec/models/session_log_spec.rb[1:2:5]                                                | passed  | 0.01498 seconds |
./spec/models/session_log_spec.rb[1:3:1]                                                | passed  | 0.0204 seconds  |
./spec/models/sheet_coin_pouches_spec.rb[1:1]                                           | passed  | 0.0128 seconds  |
./spec/models/sheet_coin_pouches_spec.rb[1:2]                                           | passed  | 0.01756 seconds |
./spec/models/sheet_coin_pouches_spec.rb[1:3]                                           | passed  | 0.02095 seconds |
./spec/models/sheet_coin_pouches_spec.rb[1:4]                                           | passed  | 0.01816 seconds |
./spec/models/sheet_coin_pouches_spec.rb[1:5]                                           | passed  | 0.02201 seconds |
./spec/models/sheet_coin_pouches_spec.rb[1:6]                                           | passed  | 0.02088 seconds |
./spec/models/sheet_coin_pouches_spec.rb[1:7]                                           | passed  | 0.02167 seconds |
./spec/models/sheet_coin_pouches_spec.rb[2:1]                                           | passed  | 0.0006 seconds  |
./spec/models/sheet_coin_pouches_spec.rb[2:2]                                           | passed  | 0.00086 seconds |
./spec/models/sheet_item_dual_wielder_spec.rb[1:1:1]                                    | passed  | 0.01662 seconds |
./spec/models/sheet_item_dual_wielder_spec.rb[1:1:2]                                    | passed  | 0.01417 seconds |
